zip_code,avg_pm25,avg_o3,avg_no2
397,11.4039467555237,39.0483393665648,8.14396173400154
223,11.2116399264268,38.5716007676368,30.5822734849028
224,10.7403957504066,39.0717655581142,10.8862966102606
398,11.1272383428833,39.4869521619759,8.50066991139991
391,10.6868374530068,38.9438424560065,8.35232215053436
225,10.3921631648645,38.7807305386443,10.5832867264732
117,9.26488192842878,37.2733997630889,25.7326882456916
392,11.5536519957883,38.5734374129692,13.7830035985476
226,10.9676157031929,41.2279082720327,11.6655046319505
118,9.88407846476592,36.6457685139662,33.0090586138777
393,11.2067150762456,38.3922785340717,7.08636972555568
394,10.7436339779773,39.2482454388816,7.97359951342743
220,10.8845837603659,38.2984329292379,24.1916932602183
119,7.88649889763138,35.8644166241445,14.8966242947531
221,11.035577409466,38.1136180382871,24.208473671913598
102,12.519060524262,33.3281840896625,45.0323910377858
222,11.7284715579803,38.3921250340905,29.309989635545
103,10.8560378422225,36.4852302948609,39.4606093898772
104,11.0425827597379,31.675918878188,39.3800557696724
390,10.736570367494,38.8408334799503,7.84051360224766
105,9.6445795435969,38.0152045128925,26.1608525390127
100,12.1463149481559,31.6034703442811,43.6567041085354
101,12.2806122882715,30.9998166671938,45.3469341617925
349,7.04130275831345,37.4030190015445,10.8933251309529
333,7.32736079567253,33.1889608231223,17.3464769576062
388,11.4035427181318,39.7940920855644,7.39754989080491
334,7.02892654151422,35.8966321406389,13.0390798801521
389,10.4039598919676,39.4558148906811,8.21137365285347
335,8.72804168793358,39.5763612003614,13.7038920170827
336,9.43556811499742,38.4974021540983,18.4981143019841
227,9.63669146717142,42.2685056757601,9.62412211969505
228,10.1988712013713,43.5997645311198,13.4981160681638
229,10.3940421035403,42.3286072059757,10.3223818859243
384,11.1397941678605,40.7382040134721,7.81032864975505
330,6.06118474578969,32.2957079247956,12.1330535771058
331,7.21002360703106,34.6616355192338,16.6653171308358
385,11.5572358270128,41.3061761348927,6.99617394337136
386,11.0205055437208,40.3881268101616,9.31855747612458
212,11.9858617684927,37.6035789674501,29.6064361862192
387,10.8700296191937,40.4480036556749,12.8825715095162
380,10.9928709067753,41.0695384039072,10.2558645755301
214,10.5607302526923,38.998243678362,25.1626056108239
215,8.90394173277649,41.4646232079159,10.0577878868663
106,10.4695576578501,36.9484182951993,34.498251101484
381,11.8283556615382,40.680253256732,22.35297117287
107,10.8871180183787,33.7811203570655,37.9975561463303
382,10.9456826505648,40.693495479592,8.03963112971786
383,10.9825460923956,40.4625261731804,6.96335248639708
108,10.3229726047445,33.5528645511144,37.5534263050749
210,11.7343648375733,39.785915068628,22.9915993313783
109,9.98187067300523,37.8386374291828,23.2244775652158
211,12.1520843988361,39.7548333926305,20.4016958080171
498,5.10914028480103,37.1142627999353,8.63794296723488
499,5.4636338350566,36.7934575870583,6.79225943039254
337,8.32707787000926,36.6852721556861,16.1254761417131
338,8.31768799411487,38.6572012555146,12.2510738564552
339,7.07641056555647,36.7451066426549,10.7007053705661
494,9.29176595992344,37.7003831131443,13.2940070101263
495,11.2122333016979,36.6461843818061,23.7223724835554
496,7.60457606738375,37.9694014591776,6.41269625638332
322,8.85175604970025,38.3997041391229,17.8922988458428
377,11.0315491044534,43.3875042360783,9.4359740126685
497,6.44203644049446,37.0067915609633,7.5260554277947
323,8.86858538390121,37.0841368581159,10.5418423473671
490,11.2760809949985,38.1420837147119,15.5645204045859
378,11.2205186050829,43.3235681781699,8.80077519130172
324,10.2516343225066,38.7111255923243,9.68209569990032
325,10.4671931883287,40.310227324363,9.49462705759367
216,10.4309108257548,39.8512031244686,15.1205916223183
379,12.681877664403,42.94161154666,14.8205891744432
491,11.6917956485279,36.4721106796376,16.6220116323438
217,11.790106126725,40.3902476648313,16.1515679021033
492,11.3968514773701,39.0414679688537,16.2996495419845
218,10.4318005316793,40.3955328339203,13.1743278759768
373,11.6887692017959,42.6467943026453,8.82705752406661
493,10.0863868400033,37.9737001178933,12.5201783599936
219,11.3864384179915,39.8870850628045,19.016093856225
374,12.0882577163804,43.0662460125677,11.924193784601
320,8.57409620525965,38.3826349291745,11.3493696047974
201,11.3843970808129,39.6471831588074,13.4529681462137
321,7.96845634348524,38.2125556910375,12.2347598588615
202,12.1535590062041,37.7598739771156,32.0666171587752
376,10.4368658438085,43.931026038433,14.6076618698939
203,11.8712693361869,38.5117467224501,31.6824198999519
204,12.0716026313635,37.9463570362468,31.2509920074562
370,11.229841152995,41.0302496696456,9.0845532601368
371,11.4168741602578,41.1614389397184,9.10000729678867
372,11.5214557050881,38.9847930589627,21.1918467656037
200,11.953092998092,38.0823652887845,31.425022658099
326,8.26671778369527,38.0375060145789,10.1666369472474
327,7.75398671785159,39.1746731310684,13.8287351232865
328,8.09746962079667,38.9311568687242,17.6534386536667
329,6.98579203331343,38.6676920558546,11.7312827867676
209,11.3160451257649,38.7967065013588,26.8135569994422
487,9.22128989595846,38.2351088147855,10.4994007187766
312,12.4490822965941,41.6480280475224,14.343002596295
313,10.0171255514917,38.0164598219271,10.8328013184793
488,10.763207335148,38.2335160871825,14.424874390204
314,10.9416770770705,37.1286437557744,12.8491026592603
205,12.0158128943967,37.7497115082832,31.94676328087
489,11.1708938490746,37.5280982371748,23.409760640544
206,10.4730819406557,38.4253556641897,15.4903010474907
207,11.2137434592732,39.044059609011,24.4512094486092
483,11.206585850744,37.9433935132379,25.6165479560568
484,10.7391376741291,38.4763647683832,15.5709934146832
208,11.329147801108,39.2742767478581,21.1928548185911
310,11.8735308043632,41.1946488616984,9.03849365599197
485,10.9442559787145,37.6958121534578,25.014301284275
486,8.41278067334686,38.2377563190491,8.57658828800398
480,10.7602976540822,37.5528126146134,19.8671113147251
481,11.4558395001049,37.8995074520913,22.5066557318006
482,11.8916028556634,35.0310022413088,29.4508945484471
319,12.5057995428531,40.0930259105801,16.4705292126891
597,3.80733396320483,44.4940588414087,10.6498240807695
598,3.68849535179275,38.8589546434998,10.4046274190984
315,9.1131034321631,38.8538206702341,10.5884569380284
599,3.60873297178399,37.1811546884376,9.3925317429605
316,9.81991768394344,39.0367497465976,10.557122407465
317,11.4497968182303,39.8038795978032,9.15526768158594
593,4.34253426643648,41.219214384367,3.81909312145409
318,11.8245665472088,40.5390326401646,8.25682979231401
594,4.64940866322901,40.0090585140886,8.6201811264146
595,4.51425600985883,40.2343983687948,5.02239831552708
300,12.7556700167563,41.9190545049804,18.4597411549649
596,3.4437958613121,41.9147087121834,8.77249572267686
476,12.5235980979757,39.4069775332652,12.1224886521082
301,11.9374609658974,41.4381825223589,9.65761691300445
302,12.6028047001729,41.5613226928508,12.072491740853
477,12.8006794545549,39.3952609429909,14.8702660406814
303,13.5559489197364,41.7286722557392,28.77564138796
478,12.1598702308254,37.8237183463717,12.929692969515
590,4.05912904926972,43.3424676072925,5.58284578733494
479,12.4787879486931,38.0163312048934,17.456972786969
591,5.45455230549287,43.152858792929,7.03006411286088
592,4.90709152307044,39.3839031281744,4.09212935271771
472,12.5450851516821,39.4234684777098,12.2539496079379
473,12.4747543361737,39.5695744178602,17.6561819481243
474,11.61426790314,39.1025435941131,10.7888381782962
475,12.4276207521751,39.4591336826401,10.9161267518271
470,12.9125802838386,39.4210183353737,13.2254203732763
471,12.3856083032845,39.5915169474203,12.478717403201
308,11.528759424391,39.9715344251777,7.78600639904841
309,12.1688112685124,39.7542173630004,11.2056318984744
586,5.44593337736122,38.9276124915411,4.76204167677023
587,5.74910990403874,37.6444245890564,5.1750708018348
304,11.1654985546573,39.9333883853744,7.99954044008044
588,5.83414320499676,38.1872651060161,4.05127161637808
305,10.233341246792,42.1570423492095,11.1790507285105
306,11.7586540794778,41.3335952106425,10.0595696777013
582,7.20437353793438,37.2889622211201,7.79039931193413
307,11.431902059364,42.2748889603575,8.85384240069783
583,6.18230015722856,37.9900674411972,6.85408338478716
584,6.69638825614333,37.7646943828976,7.91663066195404
585,6.26111605750792,37.5215320816534,7.10521079577282
465,12.2458829993517,37.2909705118254,15.8905700864068
466,12.2589247746236,35.7429259495837,19.5627060107052
467,12.2842443368875,39.0151272975066,15.0030456610789
