"","ZIP3","avg_2000","avg_2001","avg_2002","avg_2003","avg_2004","avg_2005","avg_2006","avg_2007","avg_2008","avg_2009","avg_2010","avg_2011","avg_2012","avg_2013","avg_2014","avg_2015","avg_2016","avg"
"1","397",14.444797565958,9.69055488060926,7.45175257765529,6.73922545712045,9.3536503321909,7.33064322894412,6.3246564894798,6.07039435221785,7.82655837117627,6.17371534938013,7.98630622201411,10.7708594792715,8.97742377092504,6.05008981786297,6.79183754441506,9.64995120300123,6.81493283580421,8.14396173400154
"2","223",38.0746174404438,39.1343752408456,37.7298793659138,39.2289056744824,37.0254345667104,35.0250485768395,31.0856697797483,29.6874502940945,28.5508944130424,27.6431150700903,28.3436738359524,26.3809679559622,25.7092821095136,26.0025117680362,23.6412964113776,22.5925161409374,24.0430105993578,30.5822734849028
"3","224",14.9939123589158,13.4449329478412,13.5553215629996,13.0393984781466,13.6123339482373,12.6358547022378,9.4243812171526,8.44224996248877,8.25157829600245,7.54598452407347,9.13061206666418,10.3353835926985,11.9094466582725,8.33186899862995,8.84964161725129,12.361857492748,9.20228395006956,10.8862966102606
"4","398",14.606940979403,11.2146158867196,8.87727507348982,7.93067932222721,9.74148985164495,10.2380721594925,6.98877705672597,6.57336992001817,7.36097645054817,5.57730241118025,8.61430806675673,9.5043918609466,10.9344361368879,6.48437057142973,4.66114217825693,9.02112587256515,6.18211469550578,8.50066991139991
"5","391",13.8251213618464,11.2195892278021,7.80325799240885,7.71664630692872,10.5958916107676,8.85478443318296,7.53265000011952,6.09329904785649,7.64769708770894,6.62821206156527,7.88791276552071,10.8879523516739,9.87761840511579,6.42822860667805,5.92306504613735,7.17122320558175,5.89632704818973,8.35232215053436
"6","225",14.4754090051055,14.0665177436216,13.2986190863643,12.2190743020938,13.2065547839908,11.4956641278385,9.02751169412812,7.84292564287411,7.79870574984299,7.72517933268306,9.05618733293374,10.4904131528504,11.8080680166306,8.03560775828858,8.68950075046508,11.9685695590061,8.71136631132658,10.5832867264732
"7","117",30.4327637916796,31.9007778233821,31.0087005754488,28.1157944538533,24.3088845118832,25.0850164636627,24.6821080079495,22.5300448352675,22.9227115384369,21.7843472175746,22.0406299608332,28.1173659065282,24.9249990278973,23.4387938718681,22.6860709862929,27.8358076255477,25.6408835786507,25.7326882456916
"8","392",19.7016961833282,18.4235826795946,15.0969724141981,15.6003246373658,15.6574080339141,15.7107952373804,14.5122931136065,12.4714114431872,12.7977723934837,11.9853897710928,12.2485438367406,14.6007074688445,13.3686971176695,10.3262428631987,10.3602054765371,10.8819434053732,10.5670750997948,13.7830035985476
"9","226",15.2184595740299,16.0583040081192,15.6706389500138,15.5841058789275,13.4746584775763,12.0809764759914,10.8645765376583,8.4268964029275,8.83192397012668,8.00328423735084,9.27010588828389,10.4506917593816,14.1123623048291,10.3711952626891,11.6943192519101,9.62554122245194,8.57553854089041,11.6655046319505
"10","118",37.3902372326025,39.304768260814,37.205365024611,37.1919100972765,33.0258582101502,33.3888697373955,32.1238816030461,31.8781836144294,32.0312764125406,30.1104427950371,29.479383853423,36.5172613132025,31.0038896515016,29.2288506165608,29.5996510947186,32.0196537595132,29.6545131590987,33.0090586138777
"11","393",9.99092177187588,8.08795435901315,5.76062849447764,4.95334818088912,9.7082157378962,7.29030420485424,6.38360517926355,5.51103228506711,7.49857672319413,6.12096966692584,7.54074489113203,10.7769055792144,9.44316141859989,4.73059744579165,4.86129200111918,6.96233764891331,4.84768974621918,7.08636972555568
"12","394",11.0544285593153,9.86166124017102,7.0757170281306,6.71171187658643,9.34565158354855,7.94070257614087,8.21522311485748,6.48953630411448,9.06686687910671,7.74896319341103,7.84326975419852,10.4306926929176,9.4714511423559,5.12513965461103,5.10819432900315,7.70595739921766,6.35602440058011,7.97359951342743
"13","220",30.3651044844182,31.2905440686,30.3083083219391,32.2515557636687,28.0895293792681,27.6942653541749,23.2229254109876,23.7689168503284,21.590640897522,20.9490269099754,22.5311486455536,21.7674373113693,21.5446031243859,18.9651601175186,17.9419836256813,19.3538724966969,19.6237626616237,24.1916932602183
"14","119",18.1523567757825,19.0533216685958,18.1734672528598,16.3781810499737,14.3890060493953,14.832044988481,14.0170850781564,10.6615731170329,12.7852531043962,11.6880162433397,12.9394394725636,16.5419913597191,15.8923220119439,13.2319710511293,11.6923251662441,17.2352107672963,15.5790478538927,14.8966242947531
"15","221",29.5877445151104,31.1250915050215,30.2871675566594,32.5274131054128,27.9999568910156,27.3586754672786,23.5291882415869,23.6707113575888,21.6549131305801,21.4545662501394,22.47296236949,21.922851446065,21.4550720933411,19.145539899134,18.4128099611236,19.6053055486043,19.3340830843799,24.2084736719136
"16","102",44.7206343194954,52.2234337290405,43.3809141261893,57.1333364739415,47.137787276593,46.7430141092931,47.8600236674367,50.5109833263578,47.8839625073094,42.0494212209243,54.4165077277172,36.9859580831101,30.2974954573351,96.0739775457165,40.8082724346641,15.7750492539802,11.5498763832546,45.0323910377858
"17","222",36.7684348321388,39.1405720353088,34.311860051539,40.9158465743098,35.5227460216576,34.4178698392016,31.9865634857476,29.6138383475973,27.7208188181011,26.3936327880974,27.2548317185079,27.4456398084131,24.0522863733956,21.8290928616878,21.4823258992289,18.8964650065942,20.5169993427388,29.309989635545
"18","103",48.3546184694023,49.9127795719689,47.9535254521683,45.0013366054584,41.5939661680442,41.6420797763418,41.3465735686806,38.4461567751957,40.2452051844394,38.1266575660684,38.3552679584753,38.4957181540708,33.1284166268972,31.7695454216268,32.3945454158449,33.9153591922235,30.1486077210066,39.4606093898772
